rollno,register_sem,schedule_sem,subno,grade1,date_of_entry1,grade2,date_of_entry2,sub_type
1901ME01,5,5,ME331,,3/23/2021 13:05,,3/23/2021 13:05,CORE
1901ME01,5,5,ME393,,3/23/2021 13:05,,3/23/2021 13:05,CORE
1901ME01,5,5,ME395,,3/23/2021 13:05,,3/23/2021 13:05,CORE
1901CB40,5,5,CB303,,3/22/2021 22:57,,3/22/2021 22:57,CORE
1901ME03,5,5,ME313,,3/25/2021 13:12,,3/25/2021 13:12,CORE
1901ME03,5,5,ME315,,3/25/2021 13:12,,3/25/2021 13:12,CORE
1901ME03,5,5,ME331,,3/25/2021 13:12,,3/25/2021 13:12,CORE
1901ME03,5,5,ME393,,3/25/2021 13:12,,3/25/2021 13:12,CORE
1901ME03,5,5,ME395,,3/25/2021 13:12,,3/25/2021 13:12,CORE
1901ME04,5,5,ME313,,3/24/2021 11:34,,3/24/2021 11:34,CORE
1901ME04,5,5,ME315,,3/24/2021 11:34,,3/24/2021 11:34,CORE
1901ME04,5,5,ME331,,3/24/2021 11:34,,3/24/2021 11:34,CORE
1901ME04,5,5,ME393,,3/24/2021 11:34,,3/24/2021 11:34,CORE
1901ME04,5,5,ME395,,3/24/2021 11:34,,3/24/2021 11:34,CORE
1901CB40,5,5,HS301,,3/22/2021 22:57,,3/22/2021 22:57,Open Elective - II
1901ME06,5,5,CS384,,3/24/2021 23:16,,3/24/2021 23:16,Open Elective - II
1901ME06,5,5,ME313,,3/24/2021 23:16,,3/24/2021 23:16,CORE
1901ME06,5,5,ME315,,3/24/2021 23:16,,3/24/2021 23:16,CORE
1901ME06,5,5,ME331,,3/24/2021 23:16,,3/24/2021 23:16,CORE
1901ME06,5,5,ME393,,3/24/2021 23:16,,3/24/2021 23:16,CORE
1901ME06,5,5,ME395,,3/24/2021 23:16,,3/24/2021 23:16,CORE
1901ME07,5,5,CS384,,3/23/2021 11:58,,3/23/2021 11:58,Open Elective - II
1901ME07,5,5,ME313,,3/23/2021 11:58,,3/23/2021 11:58,CORE
1901ME07,5,5,ME315,,3/23/2021 11:58,,3/23/2021 11:58,CORE
1901ME07,5,5,ME331,,3/23/2021 11:58,,3/23/2021 11:58,CORE
1901ME07,5,5,ME393,,3/23/2021 11:58,,3/23/2021 11:58,CORE
1901ME07,5,5,ME395,,3/23/2021 11:58,,3/23/2021 11:58,CORE
1901ME08,5,5,ME313,,3/25/2021 11:20,,3/25/2021 11:20,CORE
1901ME08,5,5,ME315,,3/25/2021 11:20,,3/25/2021 11:20,CORE
1901ME08,5,5,ME331,,3/25/2021 11:20,,3/25/2021 11:20,CORE
1901ME08,5,5,ME393,,3/25/2021 11:20,,3/25/2021 11:20,CORE
1901ME08,5,5,ME395,,3/25/2021 11:20,,3/25/2021 11:20,CORE
1901ME10,5,5,CS384,,3/22/2021 20:44,,3/22/2021 20:44,Open Elective - II
1901ME10,5,5,ME313,,3/22/2021 20:44,,3/22/2021 20:44,CORE
1901ME10,5,5,ME315,,3/22/2021 20:44,,3/22/2021 20:44,CORE
1901ME10,5,5,ME331,,3/22/2021 20:44,,3/22/2021 20:44,CORE
1901ME10,5,5,ME393,,3/22/2021 20:44,,3/22/2021 20:44,CORE
1901ME10,5,5,ME395,,3/22/2021 20:44,,3/22/2021 20:44,CORE
1901ME11,5,5,ME313,,3/22/2021 20:45,,3/22/2021 20:45,CORE
1901ME11,5,5,ME315,,3/22/2021 20:45,,3/22/2021 20:45,CORE
1901ME11,5,5,ME331,,3/22/2021 20:45,,3/22/2021 20:45,CORE
1901ME11,5,5,ME393,,3/22/2021 20:45,,3/22/2021 20:45,CORE
1901ME11,5,5,ME395,,3/22/2021 20:45,,3/22/2021 20:45,CORE
1901CB43,5,5,CB303,,3/23/2021 13:34,,3/23/2021 13:34,CORE
1901ME12,5,5,ME313,,3/22/2021 20:44,,3/22/2021 20:44,CORE
1901ME12,5,5,ME315,,3/22/2021 20:44,,3/22/2021 20:44,CORE
1901ME12,5,5,ME331,,3/22/2021 20:44,,3/22/2021 20:44,CORE
1901ME12,5,5,ME393,,3/22/2021 20:44,,3/22/2021 20:44,CORE
1901ME12,5,5,ME395,,3/22/2021 20:44,,3/22/2021 20:44,CORE
1901ME13,5,5,HS301,,4/6/2021 19:51,,4/6/2021 19:51,Open Elective - II
1901ME13,5,5,ME313,,4/6/2021 19:51,,4/6/2021 19:51,CORE
1901ME13,5,5,ME315,,4/6/2021 19:51,,4/6/2021 19:51,CORE
1901ME13,5,5,ME331,,4/6/2021 19:51,,4/6/2021 19:51,CORE
1901ME13,5,5,ME393,,4/6/2021 19:51,,4/6/2021 19:51,CORE
1901ME13,5,5,ME395,,4/6/2021 19:51,,4/6/2021 19:51,CORE
1901ME14,5,5,CS384,,3/22/2021 23:37,,3/22/2021 23:37,Open Elective - II
1901ME14,5,5,ME313,,3/22/2021 23:37,,3/22/2021 23:37,CORE
1901ME14,5,5,ME315,,3/22/2021 23:37,,3/22/2021 23:37,CORE
1901ME14,5,5,ME331,,3/22/2021 23:37,,3/22/2021 23:37,CORE
1901ME14,5,5,ME393,,3/22/2021 23:37,,3/22/2021 23:37,CORE
1901ME14,5,5,ME395,,3/22/2021 23:37,,3/22/2021 23:37,CORE
1901ME15,5,5,CS384,,3/22/2021 17:15,,3/22/2021 17:15,Open Elective - II
1901ME15,5,5,ME313,,3/22/2021 17:15,,3/22/2021 17:15,CORE
1901ME15,5,5,ME315,,3/22/2021 17:15,,3/22/2021 17:15,CORE
1901ME15,5,5,ME331,,3/22/2021 17:15,,3/22/2021 17:15,CORE
1901ME15,5,5,ME393,,3/22/2021 17:15,,3/22/2021 17:15,CORE
1901ME15,5,5,ME395,,3/22/2021 17:15,,3/22/2021 17:15,CORE
1901ME16,5,5,CS384,,3/22/2021 16:33,,3/22/2021 16:33,Open Elective - II
1901ME16,5,5,ME313,,3/22/2021 16:33,,3/22/2021 16:33,CORE
1901ME16,5,5,ME315,,3/22/2021 16:33,,3/22/2021 16:33,CORE
1901ME16,5,5,ME331,,3/22/2021 16:33,,3/22/2021 16:33,CORE
1901ME16,5,5,ME393,,3/22/2021 16:33,,3/22/2021 16:33,CORE
1901ME16,5,5,ME395,,3/22/2021 16:33,,3/22/2021 16:33,CORE
1901ME17,5,5,ME313,,3/22/2021 19:45,,3/22/2021 19:45,CORE
1901ME17,5,5,ME315,,3/22/2021 19:45,,3/22/2021 19:45,CORE
1901ME17,5,5,ME331,,3/22/2021 19:45,,3/22/2021 19:45,CORE
1901ME17,5,5,ME393,,3/22/2021 19:45,,3/22/2021 19:45,CORE
1901ME17,5,5,ME395,,3/22/2021 19:45,,3/22/2021 19:45,CORE
1901ME18,5,5,CS384,,3/23/2021 18:51,,3/23/2021 18:51,Open Elective - II
1901ME18,5,5,ME313,,3/23/2021 18:51,,3/23/2021 18:51,CORE
1901ME18,5,5,ME315,,3/23/2021 18:51,,3/23/2021 18:51,CORE
1901ME18,5,5,ME331,,3/23/2021 18:51,,3/23/2021 18:51,CORE
1901ME18,5,5,ME393,,3/23/2021 18:51,,3/23/2021 18:51,CORE
1901ME18,5,5,ME395,,3/23/2021 18:51,,3/23/2021 18:51,CORE
1901ME19,5,5,CS384,,3/22/2021 11:28,,3/22/2021 11:28,Open Elective - II
1901ME19,5,5,ME313,,3/22/2021 11:28,,3/22/2021 11:28,CORE
1901ME19,5,5,ME315,,3/22/2021 11:28,,3/22/2021 11:28,CORE
1901ME19,5,5,ME331,,3/22/2021 11:28,,3/22/2021 11:28,CORE
1901ME19,5,5,ME393,,3/22/2021 11:28,,3/22/2021 11:28,CORE
1901ME19,5,5,ME395,,3/22/2021 11:28,,3/22/2021 11:28,CORE
1901ME20,5,5,CS384,,3/22/2021 17:16,,3/22/2021 17:16,Open Elective - II
1901ME20,5,5,ME313,,3/22/2021 17:16,,3/22/2021 17:16,CORE
1901ME20,5,5,ME315,,3/22/2021 17:16,,3/22/2021 17:16,CORE
1901ME20,5,5,ME331,,3/22/2021 17:16,,3/22/2021 17:16,CORE
1901ME20,5,5,ME393,,3/22/2021 17:16,,3/22/2021 17:16,CORE
1901ME20,5,5,ME395,,3/22/2021 17:16,,3/22/2021 17:16,CORE
1901ME21,5,5,CS384,,3/22/2021 17:17,,3/22/2021 17:17,Open Elective - II
1901ME21,5,5,ME313,,3/22/2021 17:17,,3/22/2021 17:17,CORE
1901ME21,5,5,ME315,,3/22/2021 17:17,,3/22/2021 17:17,CORE
1901ME21,5,5,ME331,,3/22/2021 17:17,,3/22/2021 17:17,CORE
1901ME21,5,5,ME393,,3/22/2021 17:17,,3/22/2021 17:17,CORE
1901ME21,5,5,ME395,,3/22/2021 17:17,,3/22/2021 17:17,CORE
1901ME22,5,5,ME313,,3/25/2021 11:26,,3/25/2021 11:26,CORE
1901ME22,5,5,ME315,,3/25/2021 11:26,,3/25/2021 11:26,CORE
1901ME22,5,5,ME331,,3/25/2021 11:26,,3/25/2021 11:26,CORE
1901ME22,5,5,ME393,,3/25/2021 11:26,,3/25/2021 11:26,CORE
1901ME22,5,5,ME395,,3/25/2021 11:26,,3/25/2021 11:26,CORE
1901ME22,5,5,PH301,,3/25/2021 11:26,,3/25/2021 11:26,Open Elective - II
1901ME23,5,5,ME313,,3/25/2021 9:44,,3/25/2021 9:44,CORE
1901ME23,5,5,ME315,,3/25/2021 9:44,,3/25/2021 9:44,CORE
1901ME23,5,5,ME331,,3/25/2021 9:44,,3/25/2021 9:44,CORE
1901ME23,5,5,ME393,,3/25/2021 9:44,,3/25/2021 9:44,CORE
1901ME23,5,5,ME395,,3/25/2021 9:44,,3/25/2021 9:44,CORE
1901CB49,5,5,CB307,,3/24/2021 18:52,,3/24/2021 18:52,CORE
1901ME24,5,5,CS384,,3/22/2021 17:58,,3/22/2021 17:58,Open Elective - II
1901ME24,5,5,ME313,,3/22/2021 17:58,,3/22/2021 17:58,CORE
1901ME24,5,5,ME315,,3/22/2021 17:58,,3/22/2021 17:58,CORE
1901ME24,5,5,ME331,,3/22/2021 17:58,,3/22/2021 17:58,CORE
1901ME24,5,5,ME393,,3/22/2021 17:58,,3/22/2021 17:58,CORE
1901ME24,5,5,ME395,,3/22/2021 17:58,,3/22/2021 17:58,CORE
1901ME25,5,5,CS384,,3/23/2021 0:25,,3/23/2021 0:25,Open Elective - II
1901ME25,5,5,ME313,,3/23/2021 0:25,,3/23/2021 0:25,CORE
1901ME25,5,5,ME315,,3/23/2021 0:25,,3/23/2021 0:25,CORE
1901ME25,5,5,ME331,,3/23/2021 0:25,,3/23/2021 0:25,CORE
1901ME25,5,5,ME393,,3/23/2021 0:25,,3/23/2021 0:25,CORE
1901ME25,5,5,ME395,,3/23/2021 0:25,,3/23/2021 0:25,CORE
1901ME26,5,5,CS384,,3/23/2021 18:31,,3/23/2021 18:31,Open Elective - II
1901ME26,5,5,ME313,,3/23/2021 18:31,,3/23/2021 18:31,CORE
1901ME26,5,5,ME315,,3/23/2021 18:31,,3/23/2021 18:31,CORE
1901ME26,5,5,ME331,,3/23/2021 18:31,,3/23/2021 18:31,CORE
1901ME26,5,5,ME393,,3/23/2021 18:31,,3/23/2021 18:31,CORE
1901ME26,5,5,ME395,,3/23/2021 18:31,,3/23/2021 18:31,CORE
1901ME27,5,5,CS384,,3/24/2021 13:32,,3/24/2021 13:32,Open Elective - II
1901ME27,5,5,ME313,,3/24/2021 13:32,,3/24/2021 13:32,CORE
1901ME27,5,5,ME315,,3/24/2021 13:32,,3/24/2021 13:32,CORE
1901ME27,5,5,ME331,,3/24/2021 13:32,,3/24/2021 13:32,CORE
1901ME27,5,5,ME393,,3/24/2021 13:32,,3/24/2021 13:32,CORE
1901ME27,5,5,ME395,,3/24/2021 13:32,,3/24/2021 13:32,CORE
1901ME28,5,5,ME313,,3/22/2021 16:28,,3/22/2021 16:28,CORE
1901ME28,5,5,ME315,,3/22/2021 16:28,,3/22/2021 16:28,CORE
1901ME28,5,5,ME331,,3/22/2021 16:28,,3/22/2021 16:28,CORE
1901ME28,5,5,ME393,,3/22/2021 16:28,,3/22/2021 16:28,CORE
1901ME28,5,5,ME395,,3/22/2021 16:28,,3/22/2021 16:28,CORE
1901ME28,5,5,PH301,,3/22/2021 16:28,,3/22/2021 16:28,Open Elective - II
1901ME29,5,5,CS384,,3/24/2021 19:31,,3/24/2021 19:31,Open Elective - II
1901ME29,5,5,ME313,,3/24/2021 19:31,,3/24/2021 19:31,CORE
1901ME29,5,5,ME315,,3/24/2021 19:31,,3/24/2021 19:31,CORE
1901ME29,5,5,ME331,,3/24/2021 19:31,,3/24/2021 19:31,CORE
1901ME29,5,5,ME393,,3/24/2021 19:31,,3/24/2021 19:31,CORE
1901ME29,5,5,ME395,,3/24/2021 19:31,,3/24/2021 19:31,CORE
1901ME30,5,5,CS384,,3/24/2021 19:52,,3/24/2021 19:52,Open Elective - II
1901ME30,5,5,ME313,,3/24/2021 19:52,,3/24/2021 19:52,CORE
1901ME30,5,5,ME315,,3/24/2021 19:52,,3/24/2021 19:52,CORE
1901ME30,5,5,ME331,,3/24/2021 19:52,,3/24/2021 19:52,CORE
1901ME30,5,5,ME393,,3/24/2021 19:52,,3/24/2021 19:52,CORE
1901ME30,5,5,ME395,,3/24/2021 19:52,,3/24/2021 19:52,CORE
1901ME31,5,5,CS384,,3/23/2021 20:57,,3/23/2021 20:57,Open Elective - II
1901ME31,5,5,ME313,,3/23/2021 20:57,,3/23/2021 20:57,CORE
1901ME31,5,5,ME315,,3/23/2021 20:57,,3/23/2021 20:57,CORE
1901ME31,5,5,ME331,,3/23/2021 20:57,,3/23/2021 20:57,CORE
1901ME31,5,5,ME393,,3/23/2021 20:57,,3/23/2021 20:57,CORE
1901ME31,5,5,ME395,,3/23/2021 20:57,,3/23/2021 20:57,CORE
1901ME32,5,5,CS384,,3/25/2021 12:29,,3/25/2021 12:29,Open Elective - II
1901ME32,5,5,ME313,,3/25/2021 12:29,,3/25/2021 12:29,CORE
1901ME32,5,5,ME315,,3/25/2021 12:29,,3/25/2021 12:29,CORE
1901ME32,5,5,ME331,,3/25/2021 12:29,,3/25/2021 12:29,CORE
1901ME32,5,5,ME393,,3/25/2021 12:29,,3/25/2021 12:29,CORE
1901ME32,5,5,ME395,,3/25/2021 12:29,,3/25/2021 12:29,CORE
1901ME33,5,5,CS384,,4/8/2021 12:40,,4/8/2021 12:40,Open Elective - II
1901ME33,5,5,ME313,,4/8/2021 12:40,,4/8/2021 12:40,CORE
1901ME33,5,5,ME315,,4/8/2021 12:40,,4/8/2021 12:40,CORE
1901ME33,5,5,ME331,,4/8/2021 12:40,,4/8/2021 12:40,CORE
1901ME33,5,5,ME393,,4/8/2021 12:40,,4/8/2021 12:40,CORE
1901ME33,5,5,ME395,,4/8/2021 12:40,,4/8/2021 12:40,CORE
1901ME35,5,5,CS384,,3/22/2021 18:39,,3/22/2021 18:39,Open Elective - II
1901ME35,5,5,ME313,,3/22/2021 18:39,,3/22/2021 18:39,CORE
1901ME35,5,5,ME315,,3/22/2021 18:39,,3/22/2021 18:39,CORE
1901ME35,5,5,ME331,,3/22/2021 18:39,,3/22/2021 18:39,CORE
1901ME35,5,5,ME393,,3/22/2021 18:39,,3/22/2021 18:39,CORE
1901ME35,5,5,ME395,,3/22/2021 18:39,,3/22/2021 18:39,CORE
1901ME36,5,5,CS384,,3/24/2021 10:25,,3/24/2021 10:25,Open Elective - II
1901ME36,5,5,ME313,,3/24/2021 10:25,,3/24/2021 10:25,CORE
1901ME36,5,5,ME315,,3/24/2021 10:25,,3/24/2021 10:25,CORE
1901ME36,5,5,ME331,,3/24/2021 10:25,,3/24/2021 10:25,CORE
1901ME36,5,5,ME393,,3/24/2021 10:25,,3/24/2021 10:25,CORE
1901ME36,5,5,ME395,,3/24/2021 10:25,,3/24/2021 10:25,CORE
1901ME37,5,5,CS384,,3/23/2021 18:37,,3/23/2021 18:37,Open Elective - II
1901ME37,5,5,ME313,,3/23/2021 18:37,,3/23/2021 18:37,CORE
1901ME37,5,5,ME315,,3/23/2021 18:37,,3/23/2021 18:37,CORE
1901ME37,5,5,ME331,,3/23/2021 18:37,,3/23/2021 18:37,CORE
1901ME37,5,5,ME393,,3/23/2021 18:37,,3/23/2021 18:37,CORE
1901ME37,5,5,ME395,,3/23/2021 18:37,,3/23/2021 18:37,CORE
1901ME38,5,5,CS384,,3/24/2021 23:48,,3/24/2021 23:48,Open Elective - II
1901ME38,5,5,ME313,,3/24/2021 23:48,,3/24/2021 23:48,CORE
1901ME38,5,5,ME315,,3/24/2021 23:48,,3/24/2021 23:48,CORE
1901ME38,5,5,ME331,,3/24/2021 23:48,,3/24/2021 23:48,CORE
1901ME38,5,5,ME393,,3/24/2021 23:48,,3/24/2021 23:48,CORE
1901ME38,5,5,ME395,,3/24/2021 23:48,,3/24/2021 23:48,CORE
1901ME39,5,5,CS384,,3/22/2021 17:13,,3/22/2021 17:13,Open Elective - II
1901ME39,5,5,ME313,,3/22/2021 17:13,,3/22/2021 17:13,CORE
1901ME39,5,5,ME315,,3/22/2021 17:13,,3/22/2021 17:13,CORE
1901ME39,5,5,ME331,,3/22/2021 17:13,,3/22/2021 17:13,CORE
1901ME39,5,5,ME393,,3/22/2021 17:13,,3/22/2021 17:13,CORE
1901ME39,5,5,ME395,,3/22/2021 17:13,,3/22/2021 17:13,CORE
1901ME40,5,5,CS384,,3/22/2021 16:35,,3/22/2021 16:35,Open Elective - II
1901ME40,5,5,ME313,,3/22/2021 16:35,,3/22/2021 16:35,CORE
1901ME40,5,5,ME315,,3/22/2021 16:35,,3/22/2021 16:35,CORE
1901ME40,5,5,ME331,,3/22/2021 16:35,,3/22/2021 16:35,CORE
1901ME40,5,5,ME393,,3/22/2021 16:35,,3/22/2021 16:35,CORE
1901ME40,5,5,ME395,,3/22/2021 16:35,,3/22/2021 16:35,CORE
1901ME41,5,5,CS384,,3/22/2021 16:31,,3/22/2021 16:31,Open Elective - II
1901ME41,5,5,ME313,,3/22/2021 16:31,,3/22/2021 16:31,CORE
1901ME41,5,5,ME315,,3/22/2021 16:31,,3/22/2021 16:31,CORE
1901ME41,5,5,ME331,,3/22/2021 16:31,,3/22/2021 16:31,CORE
1901ME41,5,5,ME393,,3/22/2021 16:31,,3/22/2021 16:31,CORE
1901ME41,5,5,ME395,,3/22/2021 16:31,,3/22/2021 16:31,CORE
1901ME42,5,5,ME313,,7/22/2021 13:31,,7/22/2021 13:31,CORE
1901ME42,5,5,ME315,,7/22/2021 13:31,,7/22/2021 13:31,CORE
1901ME42,5,5,ME331,,7/22/2021 13:31,,7/22/2021 13:31,CORE
1901ME42,5,5,ME393,,7/22/2021 13:31,,7/22/2021 13:31,CORE
1901ME42,5,5,ME395,,7/22/2021 13:31,,7/22/2021 13:31,CORE
1901ME42,5,5,PH301,,7/22/2021 13:31,,7/22/2021 13:31,Open Elective - II
1901ME43,5,5,ME313,,3/25/2021 10:36,,3/25/2021 10:36,CORE
1901ME43,5,5,ME315,,3/25/2021 10:36,,3/25/2021 10:36,CORE
1901ME43,5,5,ME331,,3/25/2021 10:36,,3/25/2021 10:36,CORE
1901ME43,5,5,ME393,,3/25/2021 10:36,,3/25/2021 10:36,CORE
1901ME43,5,5,ME395,,3/25/2021 10:36,,3/25/2021 10:36,CORE
1901ME44,5,5,ME313,,3/25/2021 0:19,,3/25/2021 0:19,CORE
1901ME44,5,5,ME315,,3/25/2021 0:19,,3/25/2021 0:19,CORE
1901ME44,5,5,ME331,,3/25/2021 0:19,,3/25/2021 0:19,CORE
1901ME44,5,5,ME393,,3/25/2021 0:19,,3/25/2021 0:19,CORE
1901ME44,5,5,ME395,,3/25/2021 0:19,,3/25/2021 0:19,CORE
1901ME44,5,5,PH301,,3/25/2021 0:19,,3/25/2021 0:19,Open Elective - II
1901ME45,5,5,CS384,,3/22/2021 17:08,,3/22/2021 17:08,Open Elective - II
1901ME45,5,5,ME313,,3/22/2021 17:08,,3/22/2021 17:08,CORE
1901ME45,5,5,ME315,,3/22/2021 17:08,,3/22/2021 17:08,CORE
1901ME45,5,5,ME331,,3/22/2021 17:08,,3/22/2021 17:08,CORE
1901ME45,5,5,ME393,,3/22/2021 17:08,,3/22/2021 17:08,CORE
1901ME45,5,5,ME395,,3/22/2021 17:08,,3/22/2021 17:08,CORE
1901ME46,5,5,CS384,,3/22/2021 16:32,,3/22/2021 16:32,Open Elective - II
1901ME46,5,5,ME313,,3/22/2021 16:32,,3/22/2021 16:32,CORE
1901ME46,5,5,ME315,,3/22/2021 16:32,,3/22/2021 16:32,CORE
1901ME46,5,5,ME331,,3/22/2021 16:32,,3/22/2021 16:32,CORE
1901ME46,5,5,ME393,,3/22/2021 16:32,,3/22/2021 16:32,CORE
1901ME46,5,5,ME395,,3/22/2021 16:32,,3/22/2021 16:32,CORE
1901ME48,5,5,HS301,,3/24/2021 14:52,,3/24/2021 14:52,Open Elective - II
1901ME48,5,5,ME313,,3/24/2021 14:52,,3/24/2021 14:52,CORE
1901ME48,5,5,ME315,,3/24/2021 14:52,,3/24/2021 14:52,CORE
1901ME48,5,5,ME331,,3/24/2021 14:52,,3/24/2021 14:52,CORE
1901ME48,5,5,ME393,,3/24/2021 14:52,,3/24/2021 14:52,CORE
1901ME48,5,5,ME395,,3/24/2021 14:52,,3/24/2021 14:52,CORE
1901ME49,5,5,CS384,,3/23/2021 10:10,,3/23/2021 10:10,Open Elective - II
1901ME49,5,5,ME313,,3/23/2021 10:10,,3/23/2021 10:10,CORE
1901ME49,5,5,ME315,,3/23/2021 10:10,,3/23/2021 10:10,CORE
1901ME49,5,5,ME331,,3/23/2021 10:10,,3/23/2021 10:10,CORE
1901ME49,5,5,ME393,,3/23/2021 10:10,,3/23/2021 10:10,CORE
1901ME49,5,5,ME395,,3/23/2021 10:10,,3/23/2021 10:10,CORE
1901ME50,5,5,HS301,,3/25/2021 20:15,,3/25/2021 20:15,Open Elective - II
1901ME50,5,5,ME313,,3/25/2021 20:15,,3/25/2021 20:15,CORE
1901ME50,5,5,ME315,,3/25/2021 20:15,,3/25/2021 20:15,CORE
1901ME50,5,5,ME331,,3/25/2021 20:15,,3/25/2021 20:15,CORE
1901ME50,5,5,ME393,,3/25/2021 20:15,,3/25/2021 20:15,CORE
1901ME50,5,5,ME395,,3/25/2021 20:15,,3/25/2021 20:15,CORE
1901ME51,5,5,ME313,,3/23/2021 22:11,,3/23/2021 22:11,CORE
1901ME51,5,5,ME315,,3/23/2021 22:11,,3/23/2021 22:11,CORE
1901ME51,5,5,ME331,,3/23/2021 22:11,,3/23/2021 22:11,CORE
1901ME51,5,5,ME393,,3/23/2021 22:11,,3/23/2021 22:11,CORE
1901ME51,5,5,ME395,,3/23/2021 22:11,,3/23/2021 22:11,CORE
1901ME52,5,5,HS301,,3/22/2021 12:19,,3/22/2021 12:19,Open Elective - II
1901ME52,5,5,ME313,,3/22/2021 12:19,,3/22/2021 12:19,CORE
1901ME52,5,5,ME315,,3/22/2021 12:19,,3/22/2021 12:19,CORE
1901ME52,5,5,ME331,,3/22/2021 12:19,,3/22/2021 12:19,CORE
1901ME52,5,5,ME393,,3/22/2021 12:19,,3/22/2021 12:19,CORE
1901ME52,5,5,ME395,,3/22/2021 12:19,,3/22/2021 12:19,CORE
1901ME53,5,5,ME313,,3/25/2021 0:36,,3/25/2021 0:36,CORE
1901ME53,5,5,ME315,,3/25/2021 0:36,,3/25/2021 0:36,CORE
1901ME53,5,5,ME331,,3/25/2021 0:36,,3/25/2021 0:36,CORE
1901ME53,5,5,ME393,,3/25/2021 0:36,,3/25/2021 0:36,CORE
1901ME53,5,5,ME395,,3/25/2021 0:36,,3/25/2021 0:36,CORE
1901ME53,5,5,PH301,,3/25/2021 0:36,,3/25/2021 0:36,Open Elective - II
1901ME55,5,5,HS301,,3/25/2021 20:13,,3/25/2021 20:13,Open Elective - II
1901ME55,5,5,ME313,,3/25/2021 20:13,,3/25/2021 20:13,CORE
1901ME55,5,5,ME315,,3/25/2021 20:13,,3/25/2021 20:13,CORE
1901ME55,5,5,ME331,,3/25/2021 20:13,,3/25/2021 20:13,CORE
1901ME55,5,5,ME393,,3/25/2021 20:13,,3/25/2021 20:13,CORE
1901ME55,5,5,ME395,,3/25/2021 20:13,,3/25/2021 20:13,CORE
1901ME56,5,5,CS384,,3/25/2021 14:00,,3/25/2021 14:00,Open Elective - II
1901ME56,5,5,ME313,,3/25/2021 14:00,,3/25/2021 14:00,CORE
1901ME56,5,5,ME315,,3/25/2021 14:00,,3/25/2021 14:00,CORE
1901ME56,5,5,ME331,,3/25/2021 14:00,,3/25/2021 14:00,CORE
1901ME56,5,5,ME393,,3/25/2021 14:00,,3/25/2021 14:00,CORE
1901ME56,5,5,ME395,,3/25/2021 14:00,,3/25/2021 14:00,CORE
1901ME58,5,5,HS301,,3/22/2021 12:13,,3/22/2021 12:13,Open Elective - II
1901ME58,5,5,ME313,,3/22/2021 12:13,,3/22/2021 12:13,CORE
1901ME58,5,5,ME315,,3/22/2021 12:13,,3/22/2021 12:13,CORE
1901ME58,5,5,ME331,,3/22/2021 12:13,,3/22/2021 12:13,CORE
1901ME58,5,5,ME393,,3/22/2021 12:13,,3/22/2021 12:13,CORE
1901ME58,5,5,ME395,,3/22/2021 12:13,,3/22/2021 12:13,CORE
1901ME59,5,5,HS301,,3/25/2021 20:16,,3/25/2021 20:16,Open Elective - II
1901ME59,5,5,ME313,,3/25/2021 20:16,,3/25/2021 20:16,CORE
1901ME59,5,5,ME315,,3/25/2021 20:16,,3/25/2021 20:16,CORE
1901ME59,5,5,ME331,,3/25/2021 20:16,,3/25/2021 20:16,CORE
1901ME59,5,5,ME393,,3/25/2021 20:16,,3/25/2021 20:16,CORE
1901ME59,5,5,ME395,,3/25/2021 20:16,,3/25/2021 20:16,CORE
1901ME61,5,5,ME313,,3/25/2021 10:33,,3/25/2021 10:33,CORE
1901ME61,5,5,ME315,,3/25/2021 10:33,,3/25/2021 10:33,CORE
1901ME61,5,5,ME331,,3/25/2021 10:33,,3/25/2021 10:33,CORE
1901ME61,5,5,ME393,,3/25/2021 10:33,,3/25/2021 10:33,CORE
1901ME61,5,5,ME395,,3/25/2021 10:33,,3/25/2021 10:33,CORE
1901ME62,5,5,ME313,,3/24/2021 15:42,,3/24/2021 15:42,CORE
1901ME62,5,5,ME315,,3/24/2021 15:42,,3/24/2021 15:42,CORE
1901ME62,5,5,ME331,,3/24/2021 15:42,,3/24/2021 15:42,CORE
1901ME62,5,5,ME393,,3/24/2021 15:42,,3/24/2021 15:42,CORE
1901ME62,5,5,ME395,,3/24/2021 15:42,,3/24/2021 15:42,CORE
1901ME63,5,5,ME313,,3/22/2021 18:53,,3/22/2021 18:53,CORE
1901ME63,5,5,ME315,,3/22/2021 18:53,,3/22/2021 18:53,CORE
1901ME63,5,5,ME331,,3/22/2021 18:53,,3/22/2021 18:53,CORE
1901ME63,5,5,ME393,,3/22/2021 18:53,,3/22/2021 18:53,CORE
1901ME63,5,5,ME395,,3/22/2021 18:53,,3/22/2021 18:53,CORE
1901ME65,5,5,CS384,,3/22/2021 18:34,,3/22/2021 18:34,Open Elective - II
1901ME65,5,5,ME313,,3/22/2021 18:34,,3/22/2021 18:34,CORE
1901ME65,5,5,ME315,,3/22/2021 18:34,,3/22/2021 18:34,CORE
1901ME65,5,5,ME331,,3/22/2021 18:34,,3/22/2021 18:34,CORE
1901ME65,5,5,ME393,,3/22/2021 18:34,,3/22/2021 18:34,CORE
1901ME65,5,5,ME395,,3/22/2021 18:34,,3/22/2021 18:34,CORE
1901ME66,5,5,ME313,,3/23/2021 20:27,,3/23/2021 20:27,CORE
1901ME66,5,5,ME315,,3/23/2021 20:27,,3/23/2021 20:27,CORE
1901ME66,5,5,ME331,,3/23/2021 20:27,,3/23/2021 20:27,CORE
